,clase,veil-color,ring-type,population,habitat
5450,p,w,p,s,g
5451,p,w,l,v,p
5452,p,w,l,v,p
5453,p,w,l,y,g
5454,p,w,l,y,g
5455,p,w,p,s,u
5456,p,w,p,s,u
5457,p,w,p,s,u
5458,p,w,l,y,g
5459,p,w,p,s,g
5460,p,w,e,v,d
5461,p,w,p,s,g
5462,e,w,e,c,w
5463,p,w,p,v,m
5464,p,w,e,v,p
5465,e,w,e,c,w
5466,p,w,p,v,u
5467,p,w,p,v,u
5468,p,w,e,v,d
5469,p,w,p,s,g
5470,p,w,e,v,l
5471,p,w,p,v,g
5472,p,w,e,v,d
5473,p,w,l,v,p
5474,p,w,l,v,d
5475,p,w,l,v,g
5476,p,w,p,v,m
5477,p,w,p,s,g
5478,e,w,e,c,w
5479,p,w,p,v,g
5480,e,w,e,c,w
5481,p,w,p,s,u
5482,p,w,e,v,p
5483,p,w,l,v,d
5484,p,w,l,v,p
5485,p,w,l,y,p
5486,e,w,e,c,w
5487,p,w,l,v,p
5488,p,w,e,v,d
5489,p,w,p,v,g
5490,p,w,l,y,d
5491,e,w,e,c,w
5492,p,w,p,v,m
5493,p,w,p,v,m
5494,p,w,l,y,p
5495,p,w,l,v,g
5496,e,w,f,v,d
5497,p,w,p,s,g
5498,p,w,p,s,g
5499,p,w,p,s,u
5500,p,w,e,v,p
5501,e,w,e,c,w
5502,e,w,e,c,w
5503,e,w,e,c,w
5504,p,w,p,v,g
5505,p,w,l,y,g
5506,p,w,e,v,l
5507,p,w,p,c,l
5508,p,w,p,v,g
5509,p,w,p,s,g
5510,p,w,e,v,l
5511,p,w,p,s,g
5512,p,w,e,v,d
5513,e,w,e,c,w
5514,e,w,f,y,d
5515,p,w,l,y,g
5516,p,w,e,v,d
5517,p,w,l,y,d
5518,p,w,e,v,l
5519,p,w,p,v,u
5520,p,w,e,v,d
5521,e,w,e,v,l
5522,p,w,p,v,u
5523,p,w,l,y,p
5524,e,w,e,c,w
5525,p,w,p,v,m
5526,p,w,l,v,p
5527,e,w,f,v,d
5528,p,w,e,v,l
5529,p,w,e,v,p
5530,p,w,p,v,g
5531,p,w,l,v,d
5532,p,w,e,v,d
5533,e,w,e,c,w
5534,p,w,e,v,l
5535,e,w,e,c,w
5536,e,w,e,c,w
5537,e,w,e,c,w
5538,p,w,p,v,g
5539,e,w,e,c,w
5540,p,w,l,y,g
5541,p,w,l,y,d
5542,p,w,l,y,g
5543,e,w,e,c,w
5544,p,w,p,v,u
5545,e,w,e,v,l
5546,e,w,e,v,l
5547,p,w,p,v,m
5548,p,w,e,v,p
5549,p,w,p,s,u
5550,e,w,f,v,d
5551,p,w,p,s,g
5552,e,w,f,y,d
5553,p,w,e,v,p
5554,p,w,p,v,u
5555,e,w,e,c,w
5556,e,w,e,c,w
5557,p,w,e,v,p
5558,p,w,e,v,p
5559,p,w,p,v,g
5560,p,w,l,v,p
5561,e,w,e,c,w
5562,e,w,e,c,w
5563,p,w,p,v,u
5564,p,w,l,v,g
5565,p,w,p,v,m
5566,p,w,l,v,p
5567,p,w,p,v,g
5568,e,w,e,c,w
5569,e,w,e,c,w
5570,p,w,p,v,m
5571,p,w,l,v,d
5572,p,w,e,v,d
5573,p,w,p,s,g
5574,p,w,p,v,g
5575,p,w,e,v,p
5576,p,w,p,v,g
5577,e,w,e,v,l
5578,p,w,e,v,d
5579,p,w,p,s,u
5580,p,w,e,v,d
5581,e,w,e,v,l
5582,p,w,e,v,p
5583,p,w,p,s,u
5584,p,w,e,v,d
5585,e,w,f,y,d
5586,p,w,p,v,m
5587,e,w,e,c,w
5588,p,w,e,v,l
5589,p,w,e,v,p
5590,p,w,p,v,g
5591,p,w,l,v,p
5592,p,w,p,v,m
5593,p,w,e,v,p
5594,p,w,e,v,d
5595,e,w,e,c,w
5596,p,w,p,v,u
5597,e,w,e,v,l
5598,e,w,f,y,d
5599,p,w,e,v,l
5600,e,w,e,v,l
5601,p,w,e,v,d
5602,p,w,e,v,d
5603,e,w,e,c,w
5604,p,w,p,v,m
5605,p,w,e,v,l
5606,p,w,l,v,g
5607,e,w,e,v,l
5608,p,w,p,v,g
5609,p,w,p,v,g
5610,p,w,l,y,g
5611,e,w,e,c,w
5612,p,w,l,y,d
5613,p,w,e,v,l
5614,p,w,e,v,p
5615,p,w,l,v,g
5616,p,w,p,v,g
5617,p,w,p,v,u
5618,e,w,e,c,w
5619,e,w,e,v,l
5620,p,w,p,v,u
5621,e,w,e,c,w
5622,e,w,e,c,w
5623,e,w,e,c,w
5624,p,w,l,y,g
5625,p,w,p,v,g
5626,p,w,l,v,p
5627,e,w,e,c,w
5628,p,w,p,v,g
5629,e,w,e,v,l
5630,p,w,l,v,d
5631,p,w,l,v,d
5632,p,w,p,v,g
5633,p,w,e,v,p
5634,p,w,l,y,p
5635,p,w,l,v,p
5636,p,w,p,v,g
5637,e,w,e,c,w
5638,p,w,l,v,p
5639,e,w,e,c,w
5640,p,w,e,v,d
5641,p,w,l,y,p
5642,p,w,l,v,g
5643,p,w,e,v,p
5644,e,w,e,c,w
5645,p,w,p,v,u
5646,p,w,p,s,g
5647,p,w,l,y,d
5648,e,w,e,c,w
5649,p,w,l,y,g
5650,p,w,l,y,p
5651,e,w,e,c,w
5652,e,w,e,c,w
5653,p,w,l,v,g
5654,p,w,p,v,g
5655,p,w,l,v,d
5656,p,w,p,s,u
5657,p,w,p,v,g
5658,p,w,e,v,d
5659,p,w,p,s,g
5660,e,w,e,c,w
5661,p,w,l,y,g
5662,p,w,p,s,u
5663,e,w,e,v,l
5664,p,w,l,y,g
5665,e,w,e,v,l
5666,p,w,l,y,p
5667,p,w,e,v,p
5668,e,w,e,c,w
5669,p,w,p,v,g
5670,p,w,l,y,d
5671,p,w,l,y,g
5672,p,w,e,v,d
5673,e,w,f,y,d
5674,p,w,l,y,p
5675,p,w,p,v,g
5676,p,w,p,v,g
5677,p,w,p,s,g
5678,e,w,e,c,w
5679,p,w,e,v,d
5680,e,w,f,v,d
5681,p,w,e,v,l
5682,e,w,e,c,w
5683,p,w,p,v,u
5684,p,w,l,v,d
5685,e,w,e,c,w
5686,e,w,e,v,l
5687,p,w,p,v,u
5688,p,w,l,v,p
5689,p,w,e,v,l
5690,e,w,e,c,w
5691,e,w,e,c,w
5692,p,w,l,v,g
5693,p,w,e,v,d
5694,e,w,e,c,w
5695,p,w,l,y,g
5696,p,w,e,v,d
5697,e,w,e,c,w
5698,p,w,l,v,d
5699,p,w,l,v,p
5700,p,w,l,y,p
5701,e,w,e,v,l
5702,p,w,p,v,g
5703,e,w,e,c,w
5704,p,w,p,v,u
5705,p,w,p,v,g
5706,p,w,l,v,g
5707,p,w,p,s,u
5708,p,w,e,v,p
5709,p,w,p,v,u
5710,e,w,e,c,w
5711,p,w,p,v,g
5712,p,w,e,v,p
5713,e,w,f,v,d
5714,e,w,e,c,w
5715,p,w,p,v,u
5716,p,w,p,c,l
5717,p,w,p,s,g
5718,p,w,e,v,p
5719,e,w,e,c,w
5720,p,w,e,v,d
5721,p,w,e,v,p
5722,p,w,p,s,g
5723,e,w,e,c,w
5724,p,w,p,s,g
5725,p,w,p,v,m
5726,e,w,e,v,l
5727,p,w,p,v,u
5728,p,w,p,v,g
5729,p,w,l,v,g
5730,e,w,e,c,w
5731,e,w,e,c,w
5732,e,w,f,v,d
5733,e,w,e,c,w
5734,p,w,p,v,u
5735,p,w,e,v,d
5736,e,w,e,c,w
5737,p,w,p,v,g
5738,p,w,p,s,u
5739,p,w,p,v,g
5740,e,w,e,c,w
5741,p,w,p,s,g
5742,e,w,e,c,w
5743,p,w,p,v,m
5744,p,w,e,v,d
5745,p,w,l,v,p
5746,p,w,p,s,u
5747,e,w,e,v,l
5748,p,w,p,v,u
5749,p,w,p,v,g
5750,p,w,p,v,m
5751,p,w,p,v,g
5752,p,w,p,s,g
5753,e,w,e,c,w
5754,p,w,e,v,l
5755,p,w,l,v,g
5756,e,w,e,c,w
5757,p,w,e,v,l
5758,p,w,p,s,u
5759,p,w,p,v,g
5760,p,w,e,v,l
5761,p,w,p,v,u
5762,p,w,p,v,u
5763,e,w,f,y,d
5764,p,w,p,s,g
5765,p,w,p,s,u
5766,e,w,f,v,d
5767,p,w,e,v,d
5768,e,w,e,c,w
5769,p,w,e,v,d
5770,p,w,e,v,l
5771,p,w,p,s,u
5772,e,w,f,y,d
5773,p,w,p,v,g
5774,p,w,p,v,u
5775,e,w,e,v,l
5776,e,w,f,v,d
5777,p,w,p,v,u
5778,e,w,f,v,d
5779,p,w,e,v,l
5780,e,w,e,c,w
5781,p,w,p,v,m
5782,p,w,e,v,d
5783,p,w,l,y,p
5784,p,w,p,v,g
5785,p,w,l,v,g
5786,e,w,e,c,w
5787,p,w,p,v,g
5788,p,w,p,v,m
5789,p,w,e,v,l
5790,p,w,p,v,u
5791,p,w,l,y,p
5792,p,w,p,v,g
5793,e,w,e,v,l
5794,p,w,l,y,g
5795,p,w,l,v,p
5796,p,w,l,v,g
5797,p,w,p,s,u
5798,p,w,e,v,l
5799,p,w,e,v,d
5800,p,w,e,v,p
5801,p,w,p,s,g
5802,p,w,l,y,g
5803,e,w,e,v,l
5804,p,w,p,s,g
5805,p,w,p,v,u
5806,e,w,e,c,w
5807,p,w,p,s,u
5808,p,w,l,v,d
5809,p,w,e,v,d
5810,p,w,p,v,g
5811,p,w,p,s,g
5812,p,w,l,v,g
5813,e,w,e,v,l
5814,p,w,e,v,l
5815,e,w,e,c,w
5816,p,w,e,v,l
5817,p,w,p,s,g
5818,p,w,e,v,l
5819,e,w,e,c,w
5820,p,w,l,v,p
5821,p,w,p,v,u
5822,e,w,e,c,w
5823,p,w,l,v,d
5824,p,w,l,v,d
5825,e,w,e,c,w
5826,p,w,p,v,g
5827,e,w,e,c,w
5828,p,w,l,y,d
5829,p,w,p,s,g
5830,p,w,e,v,p
5831,p,w,l,y,g
5832,p,w,p,v,g
5833,p,w,e,v,d
5834,e,w,f,v,d
5835,e,w,f,y,d
5836,p,w,e,v,p
5837,p,w,p,s,u
5838,e,w,f,v,d
5839,p,w,p,v,g
5840,p,w,l,v,d
5841,p,w,p,v,g
5842,p,w,l,y,p
5843,p,w,l,v,g
5844,p,w,l,y,d
5845,p,w,p,s,g
5846,e,w,f,v,d
5847,p,w,p,s,g
5848,e,w,e,c,w
5849,p,w,e,v,d
5850,p,w,p,s,g
5851,p,w,l,y,g
5852,p,w,p,v,m
5853,p,w,e,v,d
5854,p,w,p,v,m
5855,p,w,l,y,g
5856,p,w,l,y,d
5857,e,w,e,c,w
5858,e,w,e,c,w
5859,p,w,e,v,l
5860,e,w,e,c,w
5861,p,w,p,v,m
5862,e,w,e,c,w
5863,p,w,e,v,p
5864,e,w,e,c,w
5865,p,w,p,s,u
5866,p,w,p,v,g
5867,p,w,e,v,l
5868,p,w,e,v,l
5869,p,w,l,y,g
5870,p,w,e,v,l
5871,p,w,e,v,d
5872,p,w,p,v,u
5873,e,w,e,c,w
5874,e,w,f,y,d
5875,p,w,l,y,p
5876,p,w,p,v,g
5877,p,w,e,v,l
5878,p,w,p,v,u
5879,p,w,p,v,g
5880,p,w,l,y,g
5881,p,w,p,v,g
5882,e,w,e,c,w
5883,p,w,e,v,d
5884,p,w,l,v,p
5885,e,w,e,c,w
5886,p,w,p,v,g
5887,p,w,p,v,u
5888,p,w,p,s,u
5889,p,w,l,y,d
5890,p,w,e,v,p
5891,p,w,p,v,u
5892,e,w,e,c,w
5893,e,w,e,c,w
5894,e,w,f,v,d
5895,p,w,p,s,u
5896,p,w,p,s,u
5897,e,w,e,c,w
5898,p,w,l,y,g
5899,p,w,e,v,l
5900,p,w,p,v,g
5901,p,w,l,y,d
5902,e,w,e,v,l
5903,p,w,l,y,d
5904,p,w,p,s,u
5905,e,w,e,c,w
5906,e,w,e,c,w
5907,p,w,p,v,g
5908,p,w,l,y,p
5909,p,w,p,s,g
5910,p,w,l,v,p
5911,p,w,p,s,u
5912,e,w,e,c,w
5913,e,w,e,c,w
5914,p,w,l,y,g
5915,e,w,e,c,w
5916,e,w,e,c,w
5917,p,w,p,v,u
5918,p,w,p,v,u
5919,p,w,l,v,p
5920,p,w,p,v,u
5921,p,w,p,v,g
5922,p,w,l,v,g
5923,p,w,l,y,d
5924,p,w,l,y,p
5925,p,w,l,v,p
5926,p,w,p,v,m
5927,p,w,e,v,l
5928,p,w,p,v,g
5929,e,w,e,c,w
5930,p,w,e,v,p
5931,p,w,e,v,p
5932,p,w,e,v,p
5933,p,w,p,s,g
5934,p,w,e,v,d
5935,p,w,p,v,u
5936,e,w,e,c,w
5937,e,w,e,c,w
5938,e,w,e,c,w
5939,p,w,p,v,m
5940,p,w,p,v,g
5941,p,w,p,s,g
5942,p,w,l,v,g
5943,p,w,e,v,p
5944,p,w,p,v,g
5945,p,w,p,v,u
5946,p,w,p,v,g
5947,e,w,f,y,d
5948,e,w,e,v,l
5949,p,w,l,v,p
5950,p,w,p,v,g
5951,p,w,l,v,g
5952,e,w,e,c,w
5953,p,w,l,y,p
5954,p,w,e,v,d
5955,p,w,e,v,p
5956,p,w,l,y,d
5957,p,w,l,y,g
5958,p,w,p,s,g
5959,p,w,e,v,d
5960,e,w,e,c,w
5961,e,w,e,v,l
5962,p,w,p,v,g
5963,p,w,e,v,d
5964,p,w,l,v,g
5965,p,w,e,v,p
5966,p,w,l,y,d
5967,p,w,l,v,d
5968,p,w,p,s,g
5969,e,w,f,y,d
5970,p,w,e,v,p
5971,p,w,p,v,m
5972,p,w,e,v,l
5973,p,w,p,v,g
5974,p,w,p,v,u
5975,e,w,e,c,w
5976,p,w,p,s,g
5977,e,w,e,v,l
5978,p,w,l,v,d
5979,e,w,f,y,d
5980,p,w,p,s,u
5981,p,w,p,v,g
5982,p,w,l,y,d
5983,p,w,p,s,g
5984,p,w,e,v,l
5985,p,w,l,v,g
5986,p,w,p,s,g
5987,p,w,p,s,u
5988,p,w,e,v,d
5989,p,w,l,y,d
5990,p,w,e,v,d
5991,p,w,p,v,g
5992,p,w,l,v,g
5993,p,w,e,v,l
5994,p,w,e,v,d
5995,e,w,e,c,w
5996,e,w,f,y,d
5997,p,w,p,v,u
5998,p,w,l,y,g
5999,p,w,e,v,p
6000,p,w,e,v,d
6001,p,w,e,v,d
6002,p,w,e,v,p
6003,p,w,e,v,p
6004,p,w,e,v,d
6005,p,w,e,v,l
6006,p,w,e,v,p
6007,p,w,e,v,l
6008,p,w,e,v,p
6009,p,w,e,v,d
6010,p,w,e,v,l
6011,p,w,e,v,l
6012,p,w,e,v,d
6013,p,w,e,v,l
6014,p,w,e,v,p
6015,p,w,e,v,p
6016,p,w,e,v,p
6017,p,w,e,v,d
6018,p,w,e,v,p
6019,p,w,e,v,l
6020,p,w,e,v,d
6021,p,w,e,v,l
6022,p,w,e,v,p
6023,p,w,e,v,d
6024,p,w,e,v,p
6025,p,w,e,v,d
6026,p,w,e,v,l
6027,p,w,e,v,d
6028,p,w,e,v,l
6029,p,w,e,v,p
6030,p,w,e,v,p
6031,p,w,e,v,l
6032,p,w,e,v,p
6033,p,w,e,v,d
6034,p,w,e,v,p
6035,p,w,e,v,l
6036,p,w,e,v,l
6037,e,n,p,c,l
6038,p,w,e,v,d
6039,e,n,p,v,l
6040,p,w,e,v,d
6041,p,w,e,v,l
6042,p,w,e,v,p
6043,p,w,e,v,l
6044,p,w,e,v,l
6045,p,w,e,v,d
6046,p,w,e,v,d
6047,p,w,e,v,d
6048,p,w,e,v,d
6049,p,w,e,v,p
6050,p,w,e,v,l
6051,p,w,e,v,d
6052,p,w,e,v,l
6053,p,w,e,v,l
6054,p,w,e,v,d
6055,p,w,e,v,d
6056,p,w,e,v,p
6057,p,w,e,v,d
6058,p,w,e,v,l
6059,p,w,e,v,l
6060,p,w,e,v,d
6061,p,w,e,v,l
6062,p,w,e,v,l
6063,p,w,e,v,p
6064,p,w,e,v,l
6065,p,w,e,v,p
6066,p,w,e,v,p
6067,e,w,p,n,g
6068,p,w,e,v,p
6069,p,w,e,v,d
6070,p,w,e,v,d
6071,p,w,e,v,l
6072,p,w,e,v,l
6073,p,w,e,v,l
6074,p,w,e,v,d
6075,p,w,e,v,l
6076,p,w,e,v,p
6077,p,w,e,v,p
6078,p,w,e,v,l
6079,p,w,e,v,l
6080,p,w,e,v,d
6081,p,w,e,v,l
6082,p,w,e,v,p
6083,p,w,e,v,l
6084,p,w,e,v,d
6085,p,w,e,v,d
6086,p,w,e,v,l
6087,p,w,e,v,l
6088,p,w,e,v,d
6089,p,w,e,v,l
6090,p,w,e,v,l
6091,p,w,e,v,d
6092,p,w,e,v,l
6093,p,w,e,v,l
6094,p,w,e,v,l
6095,p,w,e,v,p
6096,p,w,e,v,p
6097,p,w,e,v,d
6098,p,w,e,v,l
6099,p,w,e,v,p
6100,p,w,e,v,p
6101,p,w,e,v,d
6102,p,w,e,v,l
6103,p,w,e,v,d
6104,p,w,e,v,l
6105,p,w,e,v,l
6106,p,w,e,v,l
6107,p,w,e,v,l
6108,p,w,e,v,p
6109,p,w,e,v,p
6110,p,w,e,v,l
6111,p,w,e,v,p
6112,p,w,e,v,l
6113,p,w,e,v,d
6114,p,w,e,v,l
6115,p,w,e,v,l
6116,p,w,e,v,l
6117,p,w,e,v,l
6118,p,w,e,v,p
6119,e,w,p,v,p
6120,p,w,e,v,p
6121,p,w,e,v,d
6122,p,w,e,v,l
6123,p,w,e,v,p
6124,p,w,e,v,l
6125,p,w,e,v,l
6126,p,w,e,v,l
6127,p,w,e,v,l
6128,p,w,e,v,d
6129,p,w,e,v,d
6130,p,w,e,v,p
6131,p,w,e,v,l
6132,p,w,e,v,p
6133,p,w,e,v,l
6134,p,w,e,v,p
6135,p,w,e,v,d
6136,p,w,e,v,d
6137,p,w,e,v,p
6138,p,w,e,v,l
6139,p,w,e,v,p
6140,p,w,e,v,l
6141,e,w,p,n,g
6142,p,w,e,v,l
6143,p,w,e,v,p
6144,p,w,e,v,l
6145,p,w,e,v,l
6146,e,w,p,s,g
6147,p,w,e,v,p
6148,p,w,e,v,p
6149,p,w,e,v,d
6150,p,w,e,v,d
6151,p,w,e,v,p
6152,p,w,e,v,p
6153,p,w,e,v,p
6154,p,w,e,v,d
6155,p,w,e,v,d
6156,p,w,e,v,d
6157,p,w,e,v,d
6158,p,w,e,v,d
6159,p,w,e,v,d
6160,p,w,e,v,l
6161,p,w,e,v,d
6162,p,w,e,v,d
6163,p,w,e,v,d
6164,p,w,e,v,d
6165,p,w,e,v,d
6166,p,w,e,v,p
6167,p,w,e,v,l
6168,p,w,e,v,d
6169,p,w,e,v,l
6170,p,w,e,v,p
6171,p,w,e,v,l
6172,p,w,e,v,l
6173,p,w,e,v,p
6174,p,w,e,v,p
6175,p,w,e,v,l
6176,p,w,e,v,p
6177,p,w,e,v,d
6178,p,w,e,v,l
6179,p,w,e,v,l
6180,p,w,e,v,d
6181,p,w,e,v,d
6182,p,w,e,v,p
6183,p,w,e,v,l
6184,p,w,e,v,p
6185,p,w,e,v,d
6186,p,w,e,v,p
6187,p,w,e,v,d
6188,p,w,e,v,l
6189,p,w,e,v,p
6190,p,w,e,v,l
6191,p,w,e,v,l
6192,p,w,e,v,p
6193,e,w,p,n,g
6194,p,w,e,v,p
6195,p,w,e,v,d
6196,p,w,e,v,l
6197,p,w,e,v,p
6198,p,w,e,v,d
6199,p,w,e,v,l
6200,p,w,e,v,d
6201,p,w,e,v,p
6202,e,w,p,s,g
6203,p,w,e,v,p
6204,p,w,e,v,p
6205,p,w,e,v,l
6206,p,w,e,v,l
6207,p,w,e,v,l
6208,p,w,e,v,d
6209,p,w,e,v,p
6210,p,w,e,v,p
6211,p,w,e,v,p
6212,p,w,e,v,d
6213,e,w,p,n,g
6214,p,w,e,v,l
6215,p,w,e,v,l
6216,p,w,e,v,l
6217,p,w,e,v,p
6218,e,w,p,s,g
6219,p,w,e,v,d
6220,p,w,e,v,p
6221,p,w,e,v,p
6222,p,w,e,v,l
6223,p,w,e,v,p
6224,p,w,e,v,d
6225,p,w,e,v,p
6226,p,w,e,v,p
6227,p,w,e,v,d
6228,p,w,e,v,d
6229,p,w,e,v,d
6230,p,w,e,v,l
6231,p,w,e,v,l
6232,p,w,e,v,l
6233,p,w,e,v,l
6234,p,w,e,v,p
6235,p,w,e,v,d
6236,p,w,e,v,d
6237,p,w,e,v,d
6238,p,w,e,v,d
6239,p,w,e,v,l
6240,p,w,e,v,d
6241,p,w,e,v,d
6242,p,w,e,v,l
6243,p,w,e,v,l
6244,p,w,e,v,d
6245,p,w,e,v,l
6246,p,w,e,v,d
6247,p,w,e,v,l
6248,p,w,e,v,p
6249,p,w,e,v,d
6250,p,w,e,v,p
6251,p,w,e,v,d
6252,p,w,e,v,p
6253,p,w,e,v,d
6254,p,w,e,v,d
6255,p,w,e,v,l
6256,p,w,e,v,d
6257,p,w,e,v,l
6258,p,w,e,v,l
6259,p,w,e,v,p
6260,e,w,p,s,g
6261,p,w,e,v,l
6262,p,w,e,v,d
6263,p,w,e,v,d
6264,p,w,e,v,l
6265,p,w,e,v,p
6266,p,w,e,v,p
6267,p,w,e,v,p
6268,p,w,e,v,d
6269,p,w,e,v,p
6270,p,w,e,v,d
6271,p,w,e,v,p
6272,p,w,e,v,l
6273,p,w,e,v,l
6274,p,w,e,v,d
6275,p,w,e,v,p
6276,p,w,e,v,l
6277,p,w,e,v,p
6278,e,w,p,s,g
6279,p,w,e,v,p
6280,p,w,e,v,l
6281,p,w,e,v,d
6282,p,w,e,v,p
6283,p,w,e,v,l
6284,p,w,e,v,d
6285,p,w,e,v,d
6286,p,w,e,v,d
6287,p,w,e,v,l
6288,p,w,e,v,d
6289,p,w,e,v,l
6290,p,w,e,v,p
6291,p,w,e,v,d
6292,p,w,e,v,l
6293,p,w,e,v,p
6294,p,w,e,v,p
6295,p,w,e,v,l
6296,p,w,e,v,p
6297,p,w,e,v,p
6298,p,w,e,v,p
6299,p,w,e,v,d
6300,p,w,e,v,p
6301,p,w,e,v,l
6302,p,w,e,v,d
6303,p,w,e,v,d
6304,p,w,e,v,p
6305,p,w,e,v,p
6306,p,w,e,v,l
6307,p,w,e,v,d
6308,p,w,e,v,p
6309,p,w,e,v,l
6310,p,w,e,v,p
6311,p,w,e,v,l
6312,p,w,e,v,d
6313,p,w,e,v,d
6314,p,w,e,v,d
6315,p,w,e,v,p
6316,p,w,e,v,d
6317,p,w,e,v,p
6318,p,w,e,v,l
6319,p,w,e,v,p
6320,p,w,e,v,p
6321,p,w,e,v,l
6322,p,w,e,v,p
6323,p,w,e,v,p
6324,p,w,e,v,l
6325,p,w,e,v,d
6326,p,w,e,v,l
6327,p,w,e,v,l
6328,p,w,e,v,p
6329,p,w,e,v,d
6330,e,w,p,s,g
6331,p,w,e,v,l
6332,p,w,e,v,l
6333,p,w,e,v,l
6334,p,w,e,v,d
6335,p,w,e,v,p
6336,p,w,e,v,l
6337,p,w,e,v,p
6338,p,w,e,v,l
6339,p,w,e,v,d
6340,p,w,e,v,l
6341,p,w,e,v,l
6342,p,w,e,v,d
6343,p,w,e,v,l
6344,p,w,e,v,p
6345,p,w,e,v,l
6346,p,w,e,v,d
6347,p,w,e,v,d
6348,p,w,e,v,l
6349,p,w,e,v,p
6350,p,w,e,v,p
6351,p,w,e,v,l
6352,p,w,e,v,l
6353,p,w,e,v,p
6354,p,w,e,v,p
6355,p,w,e,v,p
6356,p,w,e,v,p
6357,p,w,e,v,p
6358,p,w,e,v,p
6359,p,w,e,v,d
6360,p,w,e,v,d
6361,p,w,e,v,l
6362,p,w,e,v,d
6363,p,w,e,v,l
6364,p,w,e,v,p
6365,e,w,p,n,g
6366,p,w,e,v,p
6367,p,w,e,v,d
6368,p,w,e,v,p
6369,p,w,e,v,d
6370,p,w,e,v,d
6371,p,w,e,v,l
6372,p,w,e,v,d
6373,p,w,e,v,p
6374,e,o,p,v,l
6375,p,w,e,v,d
6376,p,w,e,v,p
6377,p,w,e,v,l
6378,p,w,e,v,l
6379,p,w,e,v,p
6380,p,w,e,v,l
6381,p,w,e,v,l
6382,p,w,e,v,p
6383,p,w,e,v,p
6384,p,w,e,v,l
6385,p,w,e,v,d
6386,p,w,e,v,p
6387,p,w,e,v,l
6388,p,w,e,v,p
6389,p,w,e,v,p
6390,p,w,e,v,p
6391,p,w,e,v,d
6392,p,w,e,v,d
6393,p,w,e,v,d
6394,p,w,e,v,p
6395,e,w,p,s,g
6396,p,w,e,v,d
6397,p,w,e,v,l
6398,p,w,e,v,l
6399,p,w,e,v,l
6400,p,w,e,v,p
6401,p,w,e,v,l
6402,e,w,p,s,g
6403,p,w,e,v,l
6404,p,w,e,v,p
6405,e,w,p,s,g
6406,p,w,e,v,l
6407,p,w,e,v,l
6408,p,w,e,v,d
6409,p,w,e,v,p
6410,p,w,e,v,d
6411,p,w,e,v,p
6412,p,w,e,v,l
6413,p,w,e,v,l
6414,p,w,n,c,d
6415,p,w,e,v,d
6416,p,w,e,v,d
6417,p,w,e,v,p
6418,p,w,e,v,p
6419,p,w,e,v,p
6420,p,w,e,v,l
6421,p,w,e,v,l
6422,p,w,e,v,p
6423,e,n,p,c,l
6424,p,w,e,v,d
6425,p,w,e,v,l
6426,p,w,e,v,l
6427,p,w,e,v,p
6428,p,w,e,v,d
6429,p,w,e,v,d
6430,p,w,e,v,p
6431,p,w,e,v,p
6432,p,w,e,v,p
6433,e,n,p,v,l
6434,p,w,e,v,p
6435,p,w,e,v,p
6436,p,w,e,v,d
6437,p,w,e,v,p
6438,p,w,e,v,d
6439,p,w,e,v,d
6440,p,w,e,v,l
6441,p,w,e,v,l
6442,p,w,e,v,d
6443,p,w,e,v,l
6444,p,w,e,v,l
6445,p,w,e,v,l
6446,p,w,e,v,d
6447,p,w,e,v,p
6448,e,w,p,n,g
6449,p,w,e,v,l
6450,p,w,e,v,l
6451,p,w,e,v,d
6452,p,w,e,v,p
6453,p,w,e,v,d
6454,p,w,e,v,p
6455,p,w,e,v,l
6456,p,w,e,v,l
6457,p,w,e,v,l
6458,p,w,e,v,d
6459,p,w,e,v,l
6460,p,w,e,v,l
6461,p,w,e,v,p
6462,p,w,e,v,p
6463,p,w,e,v,l
6464,p,w,e,v,l
6465,p,w,e,v,p
6466,p,w,e,v,p
6467,p,w,e,v,d
6468,p,w,e,v,l
6469,p,w,e,v,p
6470,p,w,e,v,d
6471,p,w,e,v,l
6472,p,w,e,v,p
6473,p,w,e,v,l
6474,p,w,e,v,d
6475,p,w,e,v,l
6476,p,w,e,v,p
6477,p,w,e,v,d
6478,p,w,e,v,p
6479,p,w,e,v,d
6480,p,w,e,v,p
6481,p,w,e,v,d
6482,p,w,e,v,d
6483,p,w,e,v,l
6484,p,w,e,v,p
6485,p,w,e,v,l
6486,p,w,e,v,d
6487,p,w,e,v,p
6488,p,w,e,v,p
6489,p,w,e,v,l
6490,p,w,e,v,d
6491,p,w,e,v,l
6492,p,w,e,v,l
6493,p,w,e,v,p
6494,p,w,e,v,d
6495,p,w,e,v,d
6496,p,w,e,v,d
6497,p,w,e,v,d
6498,p,w,e,v,d
6499,p,w,e,v,d
6500,p,w,e,v,d
6501,p,w,e,v,d
6502,p,w,e,v,d
6503,p,w,e,v,d
6504,p,w,e,v,l
6505,p,w,e,v,p
6506,p,w,e,v,p
6507,p,w,e,v,d
6508,e,w,p,n,g
6509,p,w,e,v,d
6510,p,w,e,v,l
6511,p,w,e,v,l
6512,p,w,e,v,d
6513,p,w,e,v,d
6514,p,w,e,v,p
6515,p,w,e,v,l
6516,e,w,p,n,g
6517,p,w,e,v,l
6518,p,w,e,v,l
6519,p,w,e,v,p
6520,p,w,e,v,p
6521,p,w,e,v,p
6522,p,w,e,v,d
6523,p,w,e,v,d
6524,p,w,e,v,l
